epoch,train_total,train_hard,train_soft,train_feat,train_bg,val_total,val_hard
1,1.867544810628891,1.3360180879592896,1.3395534680128098,0.3886756697177887,0.25915480000972746,0.6686789329129237,0.9552556301708575
2,1.410253128862381,1.0016432961583137,1.0396446738243104,0.2849815810084343,0.2024339814543724,0.6196305156857879,0.8851864648086053
3,1.2670094644069672,0.8973105740189552,0.9415184450626374,0.2524628266096115,0.21240175241231918,0.5416312301876368,0.7737589149563401
4,1.1676863089561462,0.8225575573921203,0.8748516051054,0.23765372658967973,0.20813720091581345,0.4977684628080439,0.7110978172885047
5,1.1049432466745377,0.7738910790920257,0.8359051223397255,0.2289524094581604,0.2041222041130066,0.5020003728292607,0.7171434031592475
6,1.0743327493429184,0.7501698981761933,0.8158594511985778,0.22226409764289856,0.20167497172355653,0.46782789974025,0.6683255836367608
7,1.044938431453705,0.7234369233489036,0.7975948689937592,0.21845784834623336,0.20531067941188813,0.4661253358616873,0.665893344387964
8,1.012728736948967,0.7022484480440616,0.7752551791548729,0.2151706829428673,0.20141790293455125,0.4786334784908427,0.6837621224699197
9,0.9864383522748947,0.6858848441720009,0.7515528431117534,0.2116929646730423,0.20001051733493805,0.4704724119079334,0.672103456987275
10,0.9581065608978272,0.6620820039629937,0.7315226615011692,0.20885888003110886,0.1915906281352043,0.43441320361086616,0.6205903031069924
11,0.9431006591081619,0.648143784943223,0.7276376950323582,0.2084750080704689,0.18911460226774215,0.45056689193955174,0.6436669981865971
12,0.9279031820297241,0.6335772640705108,0.7178129860460758,0.20891915497779845,0.1936900691151619,0.4238380631087003,0.6054829559944294
13,0.9105718725204468,0.6187489585936069,0.7100942163884639,0.20400730987787247,0.19124586021900178,0.4310341617023503,0.6157630979876827
14,0.9089082188129425,0.6205900681018829,0.7059060633659363,0.2055845740914345,0.18990270529985429,0.4228049904521969,0.6040071382842682
15,0.881593072795868,0.592454963761568,0.6937397069990635,0.204719621860981,0.18522638952732087,0.4045190370745129,0.5778843481231619
16,0.8788271283268928,0.5873520847916603,0.6921444980919361,0.20374238628149033,0.18573273229599,0.41805191017963267,0.5972170210684891
17,0.8721857180833816,0.5850462517917157,0.6870741395533085,0.20222039910554887,0.1881440816640854,0.38405410307976934,0.5486487278507816
18,0.8561514303207397,0.5718995483994483,0.6737929341554642,0.20151444244384767,0.18982671344280244,0.4093303438552,0.5847576441588225
19,0.8540531687736511,0.5744355773866177,0.6713305767714978,0.19961406836509704,0.18952074632644653,0.4021881044600849,0.5745544451530333
20,0.8371808331131935,0.5475468217372894,0.6734439455747604,0.2001072945713997,0.18315287299156188,0.3852439463276554,0.5503485013213423
21,0.8345270966768265,0.5577510056436061,0.6570609698474407,0.19848568561077118,0.18475943667888642,0.39914987262476376,0.570214111978809
22,0.8006698157906532,0.529937197458744,0.6374432248830795,0.19767415150403977,0.18278617177009582,0.37861208621826437,0.5408744202029926
23,0.7843081934928894,0.5109660664737224,0.6365829625606537,0.19560460242033004,0.18349152244329453,0.3706381628634753,0.529483098840272
24,0.7853591601014137,0.5150198427408934,0.6284054747521878,0.19606075553894042,0.18498013755083084,0.3836190331727266,0.5480271982649962
25,0.7660449318170548,0.5073769466936588,0.6075751883476973,0.1952473056435585,0.18080716271400452,0.37257578081830783,0.5322511242633616
26,0.7690627459764481,0.4968286542743444,0.6269303339481354,0.1942929232478142,0.17584477676153182,0.3653008945700195,0.5218584325992399
27,0.7709214329600335,0.4958988984405994,0.6294315699577332,0.19502884584665298,0.1770605177283287,0.3777342568807028,0.5396203773027217
28,0.7531779021739959,0.4822914332419634,0.614828775125742,0.1942012043237686,0.1758511296749115,0.3557079305527387,0.5081541931187665
29,0.7575423966765403,0.4916535849481821,0.6110493888407945,0.19444038058519364,0.17817156163454057,0.35703598245702406,0.5100514120801731
30,0.7686462928414345,0.4851043097376823,0.6413348691761493,0.19375564502477646,0.1709399351119995,0.3950539821827853,0.5643628377605368
31,0.7571969140291214,0.48579268825054167,0.6228086565196514,0.1922182403564453,0.1694392704129219,0.35479395447505846,0.5068485148251056
32,0.7537320990204811,0.4853780701607466,0.6135280467063189,0.1932915713071823,0.17132611477375032,0.3614399982823266,0.5163428608466077
33,0.7425279486656189,0.48151575249433515,0.6032262573957443,0.19343943099975586,0.1729349702835083,0.38554813653506614,0.5507830606842482
34,0.7379615581393242,0.4728290883153677,0.6026014805346728,0.19275183479785918,0.17141484359502793,0.3676656431759949,0.5252366425814452
35,0.7437313545703887,0.4785795520603657,0.6074443078190088,0.19266304392814637,0.17516482414007187,0.3588289183874925,0.5126127488497231
36,0.7214756834149361,0.45624282517135145,0.5964226537436247,0.1914755730867386,0.1710747650027275,0.3491005680213372,0.4987151049629406
37,0.7151655513525009,0.44507620033621786,0.6019498237162828,0.19215192979574203,0.16525775517225266,0.35997538314097455,0.5142505576489148
38,0.7246035444498062,0.4554433085411787,0.6042074522376061,0.19094057364463807,0.16494296870231628,0.3435887690771509,0.49084110552514043
39,0.7142328601717949,0.443639996945858,0.6056831170886755,0.18927442729473115,0.1663139962553978,0.3616507392100714,0.5166439228311733
40,0.710889952659607,0.44509241705536845,0.5950641029059887,0.190171229660511,0.16299205594062804,0.3657113016479545,0.5224447240018182
41,0.7132802424430847,0.4402119534224272,0.6058141946315765,0.18916742655038835,0.1704569685101509,0.35795740325141834,0.5113677289612867
42,0.7171686901807786,0.44375327268242837,0.6081718273282051,0.18951674476861954,0.16947533460855485,0.34577918182368633,0.4939702675298408
43,0.7081933186769486,0.43440525940060615,0.6067430819243192,0.18916582518815994,0.16382486679553987,0.3496113842560185,0.49944484242134624
44,0.6899390732526779,0.4280538004219532,0.584403432688117,0.18767784761190415,0.16221847882270812,0.3393402582793324,0.48477180729861613
45,0.6978240140318871,0.4287823248207569,0.5962436679497362,0.18896163981556893,0.16330652705430984,0.34740167831381163,0.49628811663499584
46,0.6915549062371253,0.42932254562973976,0.584644673448801,0.18822089674472808,0.16073751035928727,0.33914486778279146,0.48449267459412415
47,0.6967734705924988,0.4253857586681843,0.5971087754666805,0.1891445461988449,0.16571777824163436,0.3470340319805675,0.4957629121012158
48,0.6932886478185654,0.4347408272922039,0.5812123035281896,0.18805753214359283,0.15750876801013947,0.3487318331099771,0.498188338884049
49,0.6929020270824432,0.428192774567008,0.587867288774252,0.1884519031882286,0.1616965127468109,0.34578124614501443,0.4939732149105381
50,0.6842081787705422,0.41771971416771414,0.5833686019450426,0.18995142534971238,0.16546810177564622,0.3448745397367963,0.4926779211809238
51,0.6779138820171356,0.4192487969338894,0.5679864874482154,0.1879647201538086,0.1648998807311058,0.3429535067605752,0.4899335870726241
