epoch,train_total,train_hard,train_soft,train_feat,train_bg,val_total,val_hard
1,1.6646530826568604,1.167519552731514,1.1950966251134874,0.3839107440710068,0.2610813249349594,0.6138600073340866,0.8769428795686475
2,1.1876191880941391,0.8152726172924042,0.8837888670563698,0.2758857187509537,0.21590881028175354,0.5594795995564372,0.7992565830272657
3,1.0215810915231704,0.698447691744566,0.7664617621243,0.2436036406993866,0.20992984329462053,0.5096393729801532,0.7280562577700174
4,0.9278286987781524,0.6338774126946927,0.6949292263448238,0.23006045191287994,0.20420857318639754,0.5279741859270467,0.7542488472053298
5,0.8652254681587219,0.581255039781332,0.657238285446167,0.22137234275341033,0.19871818250417708,0.5090064691034732,0.7271521112709134
6,0.8193011436223984,0.5486749518036842,0.6261967249691487,0.21520161875486374,0.1864646965742111,0.4561396527069586,0.6516280829630516
7,0.785840967810154,0.5251388617515564,0.6006161006391049,0.21083740935325623,0.18538652017116547,0.45914598041110566,0.6559228398595696
8,0.7562995408535004,0.49944406081736087,0.584270529782772,0.20550658922195433,0.1759099058866501,0.49385215847028624,0.7055030950103645
9,0.726560816001892,0.48151906278133394,0.5587473067462444,0.20275808273553847,0.17340384359359742,0.4599175317281926,0.6570250546766652
10,0.7037255556941032,0.46131936716139316,0.5464965729027986,0.1999920976758003,0.17003471845388413,0.4383326870975671,0.6261895622506186
11,0.692968896663189,0.4565777928382158,0.5361867151618004,0.19888015971183776,0.16786974120140075,0.457975908148068,0.6542513105052489
12,0.665226888537407,0.4338507648319006,0.5186883035689592,0.19742889688014983,0.1628677792906761,0.4519533535534585,0.6456476603393202
13,0.6511614137649536,0.4204439842432737,0.5107823474615812,0.19515031328201293,0.15665879168510438,0.442924713757303,0.6327496036473248
14,0.6422940477609634,0.4150704986155033,0.5062210950821638,0.19413952513933183,0.1552378816962242,0.445573854998306,0.6365340862837102
15,0.5848855139732361,0.3713864842146635,0.4635516628801823,0.1901598401427269,0.14960217958688735,0.39821408610377046,0.5688772730805256
16,0.5760971960425377,0.3604573232382536,0.46530375190973283,0.18850788512229918,0.1441319893836975,0.40172607599309196,0.5738944014741315
17,0.5667176848769188,0.3542779631972313,0.45520069146454334,0.18796776558160783,0.15056320625543596,0.4101773129293212,0.5859676014218066
18,0.5541165531754494,0.3466201731026173,0.4427055106073618,0.18831105400323866,0.14625127980113029,0.418432685194744,0.5977609922902452
19,0.55433854534626,0.34728534904122355,0.4438260392874479,0.18758066508769988,0.14315498703718185,0.3841938478182311,0.5488483622256253
20,0.5477731266498566,0.3351492871657014,0.446919839194417,0.18654533584117888,0.14357002182006837,0.37090720912372627,0.5298674479540851
21,0.5416790089845658,0.33349165656864643,0.4414430812984705,0.1871911056280136,0.13711084542274476,0.3799242967049833,0.5427490035140956
22,0.5382367296457291,0.3303213080465794,0.43434937729239464,0.1869497875213623,0.13921732321977615,0.4158963558712491,0.5941376610762543
23,0.5313420412898063,0.32760340883135797,0.42968258758336303,0.1866205237388611,0.13992161771655082,0.39289400303667343,0.5612771571096447
24,0.5200797217249871,0.31747157670259474,0.4226892123043537,0.1860673923611641,0.1394577053487301,0.3997279557089011,0.5710399470809433
25,0.4955109276294708,0.29226417212188244,0.4133688991636038,0.1844981907606125,0.130126709318161,0.40320138409043904,0.5760019885169135
26,0.48903390243053435,0.29366027167737485,0.39982951606214046,0.18292976870536803,0.13390123999118805,0.38771598457738204,0.5538799859445405
27,0.4881505130529404,0.29344560707807543,0.4003895766526461,0.1842261458992958,0.12788393608927726,0.38098967479610885,0.544270973569817
28,0.48093021438121797,0.2851202528208494,0.39820132962167265,0.18380574635267258,0.12766835771203042,0.3804900587984809,0.5435572338049058
29,0.46832066320180893,0.27568309201300145,0.38562050572186707,0.18310619546175003,0.1248354903101921,0.377884718451511,0.5398353192127413
30,0.4606591361343861,0.2696888467669487,0.38082786921858786,0.18290413559675217,0.12536942254900932,0.3697418134038647,0.5282025981142565
31,0.4587857526779175,0.2691616342782974,0.37857421568334104,0.18274461299180986,0.12436492031812668,0.37799834915333325,0.5399976511244421
32,0.4574897395193577,0.2684979308664799,0.37718620118796825,0.18301617932915687,0.12264768143296242,0.35893744756640106,0.5127677916790601
33,0.4582296933591366,0.27174258379936217,0.37421352166235444,0.1826174497127533,0.12665422283411026,0.3789705732078464,0.5413865421105314
34,0.45901099125146866,0.2700345821559429,0.3800506096571684,0.18253297593593598,0.12372592323422432,0.3688133815303445,0.5268762658729598
35,0.4514443156480789,0.2622683040946722,0.3754841710716486,0.18307535210847856,0.12394933961033822,0.3799385931894735,0.5427694279286597
36,0.45111209890842435,0.26339091301858425,0.37474283448159695,0.18328420159220696,0.1205347437441349,0.36833197475169543,0.5261885428456244
37,0.43896830508112905,0.25625355783253906,0.3598127083018422,0.18306482546329497,0.1219986724793911,0.37361311842170025,0.5337330364518695
38,0.44467810506820676,0.26080393587946893,0.36535963940620425,0.18264765266180039,0.12191021159887314,0.3675445263584455,0.5250636187416536
39,0.43918898825645447,0.25387954053878786,0.36455729627013206,0.18214589048027993,0.1218675515115261,0.35587379000391123,0.5083911380972024
40,0.4446980260372162,0.25563225230276587,0.3733776394635439,0.18170690031051637,0.11978447403311729,0.371105983087586,0.5301514131051522
41,0.43846874465346336,0.25402289439737796,0.3618181580424309,0.1830068812608719,0.12028777953982353,0.3641089100183712,0.5201555936424821
42,0.4387539457142353,0.2532147748798132,0.36658660349696875,0.18236894038915635,0.11491396512389183,0.3608632454441653,0.5155189294919923
43,0.4352288082182407,0.250750406947732,0.36100459842085836,0.18295701838731765,0.12256040815114976,0.3656723456043336,0.522389070979423
44,0.4365109411656857,0.252602732911706,0.3607602549016476,0.18298697850704193,0.11919717352986335,0.37513394762106517,0.5359056464085976
45,0.42802984108924863,0.24232147820591926,0.36082064719200135,0.18206749782562257,0.11597256051301956,0.3641056676843652,0.5201509604161536
46,0.4358171554207802,0.251770286719501,0.3606003074541688,0.18278209158182143,0.12080615280270576,0.36312824246922026,0.5187546370895925
47,0.43399081201553347,0.2503033547922969,0.3599952257066965,0.18215951099395752,0.11905772712826729,0.36565819150181833,0.5223688525458177
48,0.43515752363801,0.2463286857932806,0.36836733435690405,0.1821141124367714,0.1122303013265133,0.36202634484679613,0.5171804998483923
49,0.4344018313646317,0.24975511790215968,0.36059321908056735,0.18183953876495362,0.11638992156982422,0.36843143476656187,0.5263306305364326
